what is 1 % of 2 ?	x = ( 1 * 0.01 ) * 2
sally has 2 blue balloons . fred has 1 times more blue balloons than sally . how many blue balloons does fred have now ?	2 * 1 = x
dina made cookies . she used 2 of a cup of flour and 1 of a cup of sugar . how much more flour than sugar did dina use ?	2 - 1 = x
carla has some marbles . carla bought 1 marbles . now calra has 2 marbles all together . how many did carla start with ?	1 + x = 2
isha's pencil is 1 cubes long . if she gets another pencil that is 1 cubes long , how many cubes long are both pencils ?	x = ( 1 + 1 )
third - grade students went to a concert in 1 buses . each bus took 2 students . how many students went to the concert ?	x = ( 1 * 2 )
ceasar needs to read a 1 page book for school . he has already read 2 pages . how many pages does he have left to read ?	x = ( 1 - 2 )
sam has 3 yellow and 2 green marbles . joan took 1 of sam 's yellow marbles . how many yellow marbles does sam now have ?	x = 3 - 1
a bracelet was marked up 2 dollars from cost , which amounts to a 1 % increase . find the original cost of the bracelet .	2 = ( 1 * x ) * 0.01
cody had 3 dollars . for his birthday he got 1 more dollars but spent 2 on a new game . how much money does he have now ?	x = ( ( 3 + 1 ) - 2 )
kaleb had saved up 1 dollars . if he received another 3 dollars for his allowance , how many 2 dollar toys could he buy ?	x = ( ( 1 + 3 ) / 2 )
frank had saved up 2 dollars . if he received another 3 dollars for his allowance , how many 1 dollar toys could he buy ?	x = ( ( 2 + 3 ) / 1 )
frank had saved up 2 dollars . if he received another 3 dollars for his allowance , how many 1 dollar toys could he buy ?	x = ( ( 2 + 3 ) / 1 )
will had 1 dollars . if he spent 2 bucks on a new game , how many 3 dollar toys could he buy with the money he had left ?	x = ( ( 1 - 2 ) / 3 )
there are 1 pencils in the drawer . nancy placed 2 more pencils in the drawer . how many pencils are now there in total ?	1 + 2 = x
tom was at the beach for 1 days and found 2 seashells every day . how many seashells did tom find during the beach trip ?	1 * 2 = x
terrell hiked 1 miles on saturday . then , on sunday , he hiked another 2 miles . how far did terrell hike all together ?	1 + 2 = x
denise removes 1 bananas from a jar . there were originally 2 bananas in the jar . how many bananas are left in the jar ?	x = ( 2 - 1 )
arthur removes 1 pencils from a jar . there were originally 2 pencils in the jar . how many pencils are left in the jar ?	x = ( 2 - 1 )
brenda wants to split a collection of erasers into groups of 1 . brenda has 2 erasers . how many groups will be created ?	x = ( 2 / 1 )
if harold split 2 apples between 1 people in her class and kept the left overs , how many apples did each classmate get ?	x = ( 2 / 1 )
albert has 1 bottle caps . anne has with 2 bottle caps . anne finds another 3 . how many bottle caps does anne end with ?	x = ( 2 + 3 )
there are 1 pencils and 2 rulers in the drawer . sally took 2 pencils out of the drawer . how many pencils are there now ?	x = 1 - 2
if 1 is subtracted from a number and this difference is tripled , the result is 2 more than the number . find the number .	3.0 * ( x - 1 ) = 2 + x
a shop sells bicycles and tricycles . there are a total of 2 cycles and there are 1 wheels . how many bicycles are there ?	( 2.0 * x ) + ( 3.0 * ( 2 - x ) ) = 1
roger had 1 dollars . for his birthday he got 3 more dollars but spent 2 on a new game . how much money does he have now ?	x = ( ( 1 + 3 ) - 2 )
henry had 2 dollars . for his birthday he got 1 more dollars but spent 3 on a new game . how much money does he have now ?	x = ( ( 2 + 1 ) - 3 )
roger had 3 dollars . for his birthday he got 2 more dollars but spent 1 on a new game . how much money does he have now ?	x = ( ( 3 + 2 ) - 1 )
adam had 1 books . if he sold 2 of them and used the money he earned to buy 3 new books , how many books would adam have ?	x = ( ( 1 + 3 ) - 2 )
roger had 2 dollars . if he spent 3 bucks on a new game , how many 1 dollar toys could he buy with the money he had left ?	x = ( ( 2 - 3 ) / 1 )
there are 2 scissors in the drawer . keith placed 1 more scissors in the drawer . how many scissors are now there in all ?	2 + 1 = x
jessica has 1 dozen red marbles . sandy has 2 times more red marbles than jessica . how many red marbles does sandy have ?	( 1 * 12 ) * 2 = x
there are 1 gallons of water in becky's fish tank . if becky adds 2 gallons more , how many gallons will there be in all ?	1 + 2 = x
a construction company bought 1 tons of gravel and 2 tons of sand . how many tons of material did the company buy in all ?	1 + 2 = x
in haley's class , 2 are boys who love to play marbles . if haley has 1 marbles , how many will each of the boys receive ?	2 * x = 1
uncle dave bought 2 ice cream sandwiches . if he wants to give them to his 1 hungry nieces , how many can each niece get ?	2 / 1 = x
connie had some marbles . connie gave 2 to juan . now connie has 1 marbles left . how many did connie have to start with ?	x - 2 = 1
uncle dave bought 2 ice cream sandwiches . if he wants to give them to his 1 hungry nieces , how many can each niece get ?	x = ( 2 / 1 )
mrs . hilt saw 1 bees in the hive . the next day she saw 2 times that many . how many bees did she see on the second day ?	x = ( 1 * 2 )
sue's mother made 2 cookies . she put the cookies in bags , with 1 cookies in each bag . how many bags could she fill up ?	x = ( 2 / 1 )
mary is baking a cake . the recipe wants 1 cups of flour . she already put in 2 cups . how many cups does she need to add ?	x = 1 - 2
there are 2 rulers and 1 crayons in the drawer . tim placed 3 rulers in the drawer . how many rulers are now there in all ?	x = 2 + 3
in 2 week , mitch 's family drank 1 carton of regular milk and 3 carton of soy milk . how much milk did they drink in all ?	x = 1 + 3
there are 1 gallons of water in becky 's fish tank . if becky adds 2 gallons more , how many gallons will there be in all ?	x = 1 + 2
oliver had 2 dollars . for his birthday he got 1 more dollars but spent 3 on a new game . how much money does he have now ?	x = ( ( 2 + 1 ) - 3 )
george had 2 dollars . for his birthday he got 1 more dollars but spent 3 on a new game . how much money does he have now ?	x = ( ( 2 + 1 ) - 3 )
nancy has 2 black balloons . mary has 1 times more black balloons than nancy . how many black balloons does mary have now ?	2 * 1 = x
fred , benny , and jason have 1 crayons all together . if the crayons are equally divided , how many will each person get ?	1 / 3 = x
2 children are taking a bus to the zoo . they sit 1 children in every seat . how many seats will the children need in all ?	2 / 1 = x
a pet supply store has 1 bags of dog food and 2 bags of cat food . how many more bags of dog food are there than cat food ?	1 - 2 = x
george has 1 boxes of blocks . each box holds 3 blocks and there are 2 boxes in a case . how many blocks does george have ?	x = ( 1 * 3 )
sarah had some trucks . she gave 1 to jeff , and now she has 2 trucks left . how many trucks did sarah have to start with ?	x = ( 1 + 2 )
sandy had 1 pennies and 3 nickels in her bank . her dad borrowed 2 nickels from sandy . how many nickels does she have now ?	x = 3 - 2
mary had 1 pokemon cards , and 2 were torn . sam gave mary 3 new pokemon cards . how many pokemon cards does mary have now ?	x = 1 + 3
kristi jogged for 3 of an hour , swam for 1 of an hour , and rode her bicycle for 2 of an hour . how long did she exercise ?	( 3 + 1 ) + 2 = x
if 4 times a number is decreased by 3 , the result is 1 more than the sum of 2 times the number and 5 . what is the number ?	( 4 * x ) - 3 = ( 2 * ( 5 + x ) ) + 1
kaleb had 2 books . if he sold 1 of them and used the money he earned to buy 3 new books , how many books would kaleb have ?	x = ( ( 2 + 3 ) - 1 )
at the arcade cody won 3 tickets . if he spent 1 tickets on a beanie and later won 2 more tickets , how many would he have ?	x = ( ( 3 + 2 ) - 1 )
at the arcade dave won 1 tickets . if he spent 2 tickets on a beanie and later won 3 more tickets , how many would he have ?	x = ( ( 1 + 3 ) - 2 )
roger had 1 books . if he sold 2 of them and used the money he earned to buy 3 new books , how many books would roger have ?	x = ( ( 1 + 3 ) - 2 )
the schools debate team had 2 boys and 3 girls on it . if they were split into groups of 1 how many groups could they make ?	x = ( ( 2 + 3 ) / 1 )
the schools debate team had 1 boys and 2 girls on it . if they were split into groups of 3 how many groups could they make ?	x = ( ( 1 + 2 ) / 3 )
the schools debate team had 2 boys and 1 girls on it . if they were split into groups of 1 how many groups could they make ?	x = ( ( 2 + 1 ) / 1 )
the schools debate team had 3 boys and 1 girls on it . if they were split into groups of 2 how many groups could they make ?	x = ( ( 3 + 1 ) / 2 )
ellen went to a garage sale to buy chairs . each chair is 2 dollars . how much did ellen spend for the 1 chairs she bought ?	2 * 1 = x
in yardley it snowed 1 of an inch in the morning and 2 of an inch in the afternoon . what was the total amount of snowfall ?	1 + 2 = x
gloria has 1 pencils . lisa has 2 pencils . if lisa gives all of her pencils to gloria , how many pencils will gloria have ?	x = ( 1 + 2 )
there are 1 boys and some girls on the playground . there are 2 children altogether . how many girls are on the playground ?	x = ( 2 - 1 )
rosa had 2 flowers . andre gave her some more flowers . now , rosa has 1 flowers . how many flowers did andre give to rosa ?	x = ( 1 - 2 )
there are 2 books in a library . they are arranged on shelves that hold 1 books each . how many shelves are in the library ?	x = ( 2 / 1 )
a cake recipe requires 1 cup of sugar for the frosting and 2 cup of sugar for the cake . how much sugar is that altogether ?	x = ( 1 + 2 )
alyssa 's dog had puppies . she gave 2 to her friends . she now has 1 puppies . how many puppies did she have to start with ?	x = 2 + 1
sam had 2 pennies and 1 nickels in his bank . his dad gave him 4 nickels and 3 quarters . how many nickels does he have now ?	x = 1 + 4
keith grew 3 cantelopes , fred grew 1 cantelopes , and jason grew 2 cantelopes . how many cantelopes did they grow in total ?	x = 3 + 1 + 2
sara had 2 pennies and 1 quarters in her bank . her dad borrowed 3 quarters from sara . how many quarters does she have now ?	x = 1 - 3
dan had 2 potatoes and 1 cantelopes in the garden . the rabbits ate 1 of the potatoes . how many potatoes does dan now have ?	x = 2 - 1
a waiter had 1 customers to wait on . if 3 customers left and he got another 2 customers , how many customers would he have ?	x = ( ( 1 + 2 ) - 3 )
a waiter had 3 customers to wait on . if 1 customers left and he got another 2 customers , how many customers would he have ?	x = ( ( 3 + 2 ) - 1 )
a waiter had 2 customers to wait on . if 1 customers left and he got another 3 customers , how many customers would he have ?	x = ( ( 2 + 3 ) - 1 )
at the arcade jerry won 2 tickets . if he spent 1 tickets on a beanie and later won 3 more tickets , how many would he have ?	x = ( ( 2 + 3 ) - 1 )
a waiter had 1 customers to wait on . if 3 customers left and he got another 2 customers , how many customers would he have ?	x = ( ( 1 + 2 ) - 3 )
benny bought a soft drink for 1 dollars and 3 candy bars . he spent a total of 2 dollars . how much did each candy bar cost ?	1 + ( 3 * x ) = 2
there were a total of 1 hockey games a month . the season is played for 2 months . how many hockey games are in the seasons ?	1 * 2 = x
alyssa loves eating fruits . alyssa paid $ 1 for grapes , and $ 2 for cherries . in total , how much money did alyssa spend ?	1 + 2 = x
if victor split 1 skittles between 2 people in her class and kept the left overs , how many skittles did each classmate get ?	x = ( 1 / 2 )
after a party , 2 of the cake is left over . that night , big brother eats 1 of the cake . how much is left over after that ?	x = ( 2 - 1 )
blake filled a bucket with 2 gallon of water . later , he poured out 1 gallon of the water . how much water is in the bucket ?	x = 2 - 1
there is 1 cup of oil in scarlett 's measuring cup . if scarlett adds 2 cup more , how much oil will be in the measuring cup ?	x = 1 + 2
tim had 4 quarters and 1 nickels in his bank . his dad gave him 2 nickels and 3 pennies . how many nickels does tim have now ?	x = 1 + 2
maria had 3 bottles of water in her fridge . if she drank 1 of them and then bought 2 more , how many bottles would she have ?	x = ( ( 3 + 2 ) - 1 )
at the arcade edward won 1 tickets . if he spent 2 tickets on a beanie and later won 2 more tickets , how many would he have ?	x = ( ( 1 + 2 ) - 2 )
there are 2 children in the classroom , each student will get 1 pencils . how many pencils will the teacher have to give out ?	2 * 1 = x
there were a total of 2 baseball games a month . the season is played for 1 months . how many baseball games are in a season ?	2 * 1 = x
martha has 2 peanuts . joyce has 1 peanuts . if joyce gives all of her peanuts to martha , how many peanuts will martha have ?	x = ( 2 + 1 )
gloria has 1 boxes of tickets . each box holds 3 tickets and there are 2 boxes in a case . how many tickets does gloria have ?	x = ( 1 * 3 )
lino picked up 2 shells at the seashore in the morning and 1 shells in the afternoon . how many shells did he pick up in all ?	x = ( 2 + 1 )
beka flew 1 miles to visit her aunt . jackson flew 2 miles to visit his aunt . how many more miles did beka fly than jackson ?	x = ( 1 - 2 )
to fill an order , the factory dyed 1 yards of silk green and 2 yards pink . how many yards of silk did it dye for that order ?	x = 1 + 2
tim found 3 seashells and 2 starfish on the beach . he gave 1 of the seashells to sara . how many seashells does tim now have ?	x = 3 - 1
there are 2 pencils and 1 crayons in the drawer . dan took 3 pencils from the drawer . how many pencils are now in the drawer ?	x = 2 - 3
sally paid $ 1 total for peaches , after a 2 dollar coupon , and $ 3 for cherries . in total , how much money did sally spend ?	x = 1 + 3
a waiter had 1 tables he was waiting on , with 3 women and 2 men at each table . how many customers total did the waiter have ?	x = ( 1 * ( 3 + 2 ) )
a waiter had 3 tables he was waiting on , with 1 women and 2 men at each table . how many customers total did the waiter have ?	x = ( 3 * ( 1 + 2 ) )
a waiter had 1 tables he was waiting on , with 3 women and 2 men at each table . how many customers total did the waiter have ?	x = ( 1 * ( 3 + 2 ) )
a waiter had 2 tables he was waiting on , with 2 women and 1 men at each table . how many customers total did the waiter have ?	x = ( 2 * ( 2 + 1 ) )
a waiter had 1 tables he was waiting on , with 2 women and 3 men at each table . how many customers total did the waiter have ?	x = ( 1 * ( 2 + 3 ) )
last week tom had 1 dollars . he washed cars over the weekend and now has 2 dollars . how much money did he make washing cars ?	1 + x = 2
mary loves eating fruits . mary paid $ 1 for berries , and $ 3 for peaches with a $ 2 bill . how much change did mary receive ?	( 1 + 3 ) + x = 2
to fill an order , the factory dyed 1 yards of silk green and 2 yards pink . how many yards of silk did it dye for that order ?	1 + 2 = x
2 students were sitting at each table in the lunchroom . there are 1 tables . how many students were sitting in the lunchroom ?	2 * 1 = x
2 students were sitting at each table in the lunchroom . there are 1 tables . how many students were sitting in the lunchroom ?	x = ( 2 * 1 )
jason picked 2 pears , keith picked 3 pears , and mike picked 1 pears from the pear tree . how many pears were picked in total ?	x = 2 + 3 + 1
a tailor cut 2 inch off a skirt and 1 inch off a pair of pants . how much more did the tailor cut off the skirt than the pants ?	x = 2 - 1
vince 's bus ride to school is 1 mile and zachary 's bus ride is 2 mile . how much longer is vince 's bus ride than zachary 's ?	x = 1 - 2
there are 1 crayons and 2 pencils in the drawer . sam placed 3 crayons in the drawer . how many crayons are now there in total ?	x = 1 + 3
dan had 2 baseball cards , and 1 were torn . sam bought 3 of dan 's baseball cards . how many baseball cards does dan have now ?	x = 2 - 3
there are 2 pencils and 1 scissors in the drawer . joan placed 3 pencils in the drawer . how many pencils are now there in all ?	x = 2 + 3
john has 2 sacks of apples and 2 more apples in his pocket . altogether , john has 1 apples . how many apples are in each sack ?	( 2 * x ) + 2 = 1
the product of 2 and nine times a number is the same as the difference between ten times the number and 1 . what is the number ?	2 * ( 9.0 * x ) = ( 10.0 * x ) - 1
for the school bake sale carol made 2 cupcakes . if she sold 3 of them and then made 1 more , how many cupcakes would she have ?	x = ( ( 2 + 1 ) - 3 )
for the school bake sale maria made 2 cupcakes . if she sold 3 of them and then made 1 more , how many cupcakes would she have ?	x = ( ( 2 + 1 ) - 3 )
for the school bake sale robin made 1 cupcakes . if she sold 2 of them and then made 3 more , how many cupcakes would she have ?	x = ( ( 1 + 3 ) - 2 )
for the school bake sale chloe made 3 cupcakes . if she sold 2 of them and then made 1 more , how many cupcakes would she have ?	x = ( ( 3 + 1 ) - 2 )
a pet store has 2 bird cages . if each cage has 2 parrots and 1 parakeets in it , how many birds does the pet store have total ?	x = ( 2 * ( 2 + 1 ) )
a pet store has 1 bird cages . if each cage has 2 parrots and 2 parakeets in it , how many birds does the pet store have total ?	x = ( 1 * ( 2 + 2 ) )
a pet store has 2 bird cages . if each cage has 1 parrots and 3 parakeets in it , how many birds does the pet store have total ?	x = ( 2 * ( 1 + 3 ) )
a pet store has 1 bird cages . if each cage has 2 parrots and 3 parakeets in it , how many birds does the pet store have total ?	x = ( 1 * ( 2 + 3 ) )
mary is baking a cake . the recipe wants 1 cups of flour . she already put in 2 cups . how many more cups does she need to add ?	1 = 2 + x
jason picked 2 pears , keith picked 3 pears , and mike picked 1 pears from the pear tree . how many pears were picked in total ?	2 + 3 + 1 = x
sean has 2 apples . susan gives sean 1 more . later , sean buys 3 tickets at the store . how many apples does sean have in all ?	x = ( 2 + 1 )
joyce has 1 eggs . marie gives joyce 3 more . later , joyce buys 2 erasers at the store . how many eggs does joyce have in all ?	x = ( 1 + 3 )
tim 's cat had kittens . he gave 2 to jessica and 3 to sara . he now has 1 kittens . how many kittens did he have to start with ?	x = 2 + 3 + 1
melanie picked 3 plums , dan picked 1 plums , and sally picked 2 plums from the plum tree . how many plums were picked in total ?	x = 3 + 1 + 2
there are 1 pencils and 3 crayons in the drawer . joan placed 2 pencils in the drawer . how many pencils are now there in total ?	x = 1 + 2
there are 2 pencils and 3 rulers in the drawer . benny placed 1 pencils in the drawer . how many pencils are now there in total ?	x = 2 + 1
tom went to 2 hockey games this year , but missed 3 . he went to 1 games last year . how many hockey games did tom go to in all ?	x = 2 + 1
kevin bought 1 muffins and a bottle of juice that cost 2 dollars . he paid a total of 3 dollars . how much did each muffin cost ?	( 1 * x ) + 2 = 3
kyle bought a boat for 2 dollars . five years later he sold it for 1 dollars . what percent of the purchase price did kyle lose ?	x = ( ( 2 - 1 ) / 2 ) * 100.0
maria 's investment fell 2 % in the month of june to 1 dollars . what was the amount of her investment at the beginning of june ?	x - ( 2 * 0.01 * x ) = 1
if the sum of a number and 4 is multiplied by 3 , the result is the same as 1 times the number decreased by 2 . find the number .	3 * ( 4 + x ) = 1 * ( x - 2 )
2 of joe 's income each month goes to taxes . if she pays 1 dollars in taxes each month , what is her monthly income in dollars ?	2 * x = 1
for the school bake sale bianca made 3 cupcakes . if she sold 2 of them and then made 1 more , how many cupcakes would she have ?	x = ( ( 3 + 1 ) - 2 )
melanie picked 3 plums , dan picked 1 plums , and sally picked 2 plums from the plum tree . how many plums were picked in total ?	3 + 1 + 2 = x
sandy is baking a cake . the recipe wants 2 cups of flour . she already put in 1 cups . how many more cups does she need to add ?	2 = 1 + x
there were a total of 2 soccer games this year . jessica missed 1 of the games . how many soccer games did jessica go to in all ?	2 = 1 + x
the first act included 2 clown mobiles , each stuffed with 1 clowns . how many clowns are inside all the clown mobiles combined ?	2 * 1 = x
kenneth has 1 marbles . he buys 2 more . later , kenneth buys 3 apples at the store . how many marbles does kenneth have in all ?	x = ( 1 + 2 )
jason found 2 seashells and 1 starfish on the beach . he gave 3 of the seashells to tim . how many seashells does jason now have ?	x = 2 - 3
jason has 3 violet balloons and 2 red balloons . he lost 1 of the violet balloons . how many violet balloons does jason have now ?	x = 3 - 1
a store had 3 oranges in a bin . if they threw away 1 of the old ones and put 2 new ones in the bin how many would be in the bin ?	x = ( ( 3 + 2 ) - 1 )
a store had 1 oranges in a bin . if they threw away 2 of the old ones and put 3 new ones in the bin how many would be in the bin ?	x = ( ( 1 + 3 ) - 2 )
a store had 3 oranges in a bin . if they threw away 2 of the old ones and put 1 new ones in the bin how many would be in the bin ?	x = ( ( 3 + 1 ) - 2 )
a store had 3 oranges in a bin . if they threw away 1 of the old ones and put 2 new ones in the bin how many would be in the bin ?	x = ( ( 3 + 2 ) - 1 )
a store had 1 oranges in a bin . if they threw away 2 of the old ones and put 3 new ones in the bin how many would be in the bin ?	x = ( ( 1 + 3 ) - 2 )
at oliver's restaurant a group with 1 adults and 3 children came in to eat . if each meal cost 2 dollars , how much was the bill ?	x = ( 2 * ( 1 + 3 ) )
joan went to 2 football games this year . she went to 1 football games last year . how many football games did joan go to in all ?	2 + 1 = x
gumballs come in packages of 2 . nathan ate 1 gumballs . how many whole boxes did he eat and how many gumballs does he have left ?	x = ( 1 / 2 )
melanie had 3 dimes in her bank . her dad gave her 1 dimes and her mother gave her 2 dimes . how many dimes does melanie have now ?	x = 3 + 1 + 2
melanie had 2 dimes in her bank . her dad gave her 3 dimes and her mother gave her 1 dimes . how many dimes does melanie have now ?	x = 2 + 3 + 1
alyssa bought some toys . she bought a football for $ 1 , and spent $ 2 on marbles . in total , how much did alyssa spend on toys ?	x = 1 + 2
at the hardware store , 1 the nails are size 2d and 2 the nails are size 4d . what fraction of the nails are either size 2d or 4d ?	x = 1 + 2
carefully following a recipe , kenny used exactly 2 cup of oil and 1 cups of water . how many cups of liquid did kenny use in all ?	x = 2 + 1
there are 2 erasers and 3 scissors in the drawer . jason placed 1 erasers in the drawer . how many erasers are now there in total ?	x = 2 + 1
there are 3 scissors and 2 pencils in the drawer . dan placed 1 scissors in the drawer . how many scissors are now there in total ?	x = 3 + 1
john made 3 dollars mowing lawns and 1 dollars weed eating . if he only spent 2 dollar a week , how long would the money last him ?	x = ( ( 3 + 1 ) / 2 )
mike made 3 dollars mowing lawns and 1 dollars weed eating . if he only spent 2 dollar a week , how long would the money last him ?	x = ( ( 3 + 1 ) / 2 )
paul made 2 dollars mowing lawns and 3 dollars weed eating . if he only spent 1 dollar a week , how long would the money last him ?	x = ( ( 2 + 3 ) / 1 )
paul made 1 dollars mowing lawns and 1 dollars weed eating . if he only spent 1 dollar a week , how long would the money last him ?	x = ( ( 1 + 1 ) / 1 )
each chocolate bar in a box cost $ 2 . if a box had 1 bars total and zoe sold all but 2 bars , how much money would she have made ?	x = ( 2 * ( 1 - 2 ) )
melanie had 3 dimes in her bank . her dad gave her 1 dimes and her mother gave her 2 dimes . how many dimes does melanie have now ?	3 + 1 + 2 = x
melanie had 2 dimes in her bank . her dad gave her 3 dimes and her mother gave her 1 dimes . how many dimes does melanie have now ?	2 + 3 + 1 = x
alyssa bought some toys . she bought a football for $ 1 , and spent $ 2 on marbles . in total , how much did alyssa spend on toys ?	1 + 2 = x
jeffrey wants to split a collection of bottle caps into groups of 1 . jeffrey has 2 bottle caps . how many groups will be created ?	x = ( 2 / 1 )
it took katherine 2 hours to run to louis's house at 1 miles per hour . how far is it between katherine's house and louis's house ?	x = ( 2 * 1 )
emily collected eggs from the hen and put them into 2 baskets . she put 1 eggs into each basket . how many eggs did emily collect ?	x = ( 2 * 1 )
brian's car gets 2 miles per gallon . on his last trip , he used 1 gallons of gas . how many miles did he travel on his last trip ?	x = ( 2 * 1 )
jason had pokemon cards . he gave 1 to his friends . he now has 2 pokemon cards . how many pokemon cards did he have to start with ?	x - 1 = 2
brennan had 1 grams of pepper . then he used 2 grams of the pepper to make some scrambled eggs . how much pepper does brennan have ?	x = 1 - 2
benny found 2 seashells and 1 starfish on the beach . he gave 3 of the seashells to jason . how many seashells does benny now have ?	x = 2 - 3
jerry made 2 dollars mowing lawns and 3 dollars weed eating . if he only spent 1 dollar a week , how long would the money last him ?	x = ( ( 2 + 3 ) / 1 )
frank made 2 dollars mowing lawns and 1 dollars weed eating . if he only spent 3 dollar a week , how long would the money last him ?	x = ( ( 2 + 1 ) / 3 )
there are 2 children in the classroom , each student will get 1 dozen pencils . how many pencils will the teacher have to give out ?	2 * ( 1 * 12 ) = x
a restaurant made 1 hamburgers to serve during lunch . only 2 were actually served . how many hamburgers were left over from lunch ?	1 = 2 + 6
michelle has 1 crayons . janet has 1 crayons . if janet gives all of her crayons to michelle , how many crayons will michelle have ?	x = ( 1 + 1 )
there are 2 students in the class and 1 eggs . if the eggs are divided equally among the students , how many does each student get ?	x = ( 1 / 2 )
isha's pencil is 2 inches long . if she sharpens it , now her pencil is 1 inches long . how much did she sharpen off of her pencil ?	x = ( 2 - 1 )
there are 1 people on the green bay high track team . if a relay race is 2 meters long , how far will each team member have to run ?	x = ( 2 / 1 )
tom purchased a football game for $ 1 , a strategy game for $ 2 , and a batman game for $ 3 . how much did tom spend on video games ?	x = 1 + 2 + 3
a marine biologist measured 1 fish that was 2 foot long and a second fish that was 3 foot long . how much longer was the first fish ?	x = 2 - 3
a carpenter bought a piece of wood that was 1 meters long . then she sawed 2 meters off the end . how long is the piece of wood now ?	x = 1 - 2
nancy found 2 seashells and 1 starfish on the beach . she gave 3 of the seashells to jason . how many seashells does nancy now have ?	x = 2 - 3
there are 3 scissors and 1 pencils in the drawer . jason placed 2 scissors in the drawer . how many scissors are now there in total ?	x = 3 + 2
each chocolate bar in a box cost $ 3 . if a box had 1 bars total and emily sold all but 2 bars , how much money would she have made ?	x = ( 3 * ( 1 - 2 ) )
each chocolate bar in a box cost $ 2 . if a box had 1 bars total and wendy sold all but 2 bars , how much money would she have made ?	x = ( 2 * ( 1 - 2 ) )
there were a total of 2 football games this year . melanie missed 1 of the games . how many football games did melanie go to in all ?	2 = 1 + x
a teacher has 1 pieces of candy . if there are 2 students , and the candy is divided evenly , how many pieces will each student get ?	1 / 2 = x
tom purchased a football game for $ 1 , a strategy game for $ 2 , and a batman game for $ 3 . how much did tom spend on video games ?	1 + 2 + 3 = x
a carpenter bought a piece of wood that was 1 meters long . then she sawed 2 meters off the end . how long is the piece of wood now ?	1 - 2 = x
mrs . hilt has 1 markers . they are divided equally into 2 packages . mrs . hilt wants to know how many markers are in each package ?	1 / 2 = x
bridget has 1 skittles . henry has 1 skittles . if henry gives all of his skittles to bridget , how many skittles will bridget have ?	x = ( 1 + 1 )
bridget has 1 skittles . henry has 1 skittles . if henry gives all of his skittles to bridget , how many skittles will bridget have ?	x = ( 1 + 1 )
rachel removes 2 bottle caps from a jar . there were originally 1 bottle caps in the jar . how many bottle caps are left in the jar ?	x = ( 1 - 2 )
mrs . hilt uses 2 ounces of detergent to wash a pound of clothes . how many ounces of soap will she use to wash 1 pounds of clothes ?	x = ( 2 * 1 )
i walked 3 miles in 2 hour for relay for life . if i maintained this pace for the 1 hours i walk , how many miles total will i walk ?	x = ( 3 * 1 )
a multi - national corporation has 1 part - time employees and 2 full - time employees . how many employees work for the corporation ?	x = 1 + 2
tom purchased a batman game for $ 2 , and a superman game for $ 3 . tom already owns 1 games . how much did tom spend on video games ?	x = 2 + 3
three times the sum of a number and seven yields the same result as the twice the same number decreased by four . what is the number ?	3.0 * ( 7.0 + x ) = ( 2.0 * x ) - 4.0
a textbook costs a bookstore 1 dollars , and the store sells it for 2 dollars . find the amount of profit based on the selling price .	x = 2 - 1
if you purchase a membership for 2 dollars to receive 1 % off purchases , how much would you need to spend to pay off the membership ?	( 1 * x ) * 0.01 = 2
tim got 2 nickels and 3 dimes for shining shoes , and in his tip jar found 4 dimes and 1 half - dollars . how much money did tim get ?	( 2 * 0.05 ) + ( 3 * 0.1 ) + ( 4 * 0.1 ) + ( 1 * 0.5 ) = x
a multi - national corporation has 1 part - time employees and 2 full - time employees . how many employees work for the corporation ?	1 + 2 = x
oscar's bus ride to school is 2 of a mile and charlie's bus ride is 1 of a mile . how much longer is oscar's bus ride than charlie's ?	2 - 1 = x
vince's bus ride to school is 1 of a mile and zachary's bus ride is 2 of a mile . how much longer is vince's bus ride than zachary's ?	1 - 2 = x
in one week , mitch's family drank 1 of a carton of regular milk and 2 of a carton of soy milk . how much milk did they drink in all ?	1 + 2 = x
jacqueline has 3 boxes of erasers . each box holds 2 erasers and there are 1 boxes in a case . how many erasers does jacqueline have ?	x = ( 3 * 2 )
it took amanda 2 hours to stroll to kimberly's house at 1 miles per hour . how far is it between amanda's house and kimberly's house ?	x = ( 2 * 1 )
it took amanda 1 hours to stroll to kimberly's house at 2 miles per hour . how far is it between amanda's house and kimberly's house ?	x = ( 1 * 2 )
todd has some gum . steve gave him 1 more pieces of gum . now todd has 2 pieces of gum . how many pieces did todd have to start with ?	x = ( 2 - 1 )
joan has 1 blue balloons , sally has 3 blue balloons , and jessica has 2 blue balloons . how many blue balloons do they have in total ?	x = 1 + 3 + 2
mary loves eating fruits . mary paid $ 2 for berries , $ 1 for apples , and $ 3 for peaches . in total , how much money did she spend ?	x = 2 + 1 + 3
sally had 3 baseball cards , and 2 were torn . sara bought 1 of sally 's baseball cards . how many baseball cards does sally have now ?	x = 3 - 1
tom bought a skateboard for $ 2 , and spent $ 3 on marbles . tom also spent $ 1 on shorts . in total , how much did tom spend on toys ?	x = 2 + 3
sam 's dog had puppies and 1 had spots . he gave 2 to his friends . he now has 3 puppies . how many puppies did he have to start with ?	x - 2 = 3
if four shirts and five jerseys cost 1 dollars , calculate the cost of each shirt given that the cost of a single jersey is 2 dollars .	( 4.0 * x ) + ( 5.0 * 2 ) = 1
